Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1985-11-20 00:00:00-05:00,0.0,0.2487354167671209,0.24421323835849762,0.24421323835849762,5373000,0.0,0.0
1985-11-21 00:00:00-05:00,0.0,0.23969107154782035,0.23064607381820681,0.2306460738182068,6557400,0.0,0.0
1985-11-22 00:00:00-05:00,0.0,0.23969107203349727,0.2351682335138321,0.2351682335138321,415800,0.0,0.0
1985-11-25 00:00:00-05:00,0.0,0.23516823303731962,0.23064607381820681,0.2306460738182068,626400,0.0,0.0
1985-11-26 00:00:00-05:00,0.0,0.23516823303731962,0.23064607381820681,0.2306460738182068,505800,0.0,0.0
1985-11-27 00:00:00-05:00,0.0,0.23516823303731962,0.23064607381820681,0.2306460738182068,295200,0.0,0.0
1985-11-29 00:00:00-05:00,0.0,0.23516823303731962,0.23064607381820681,0.2306460738182068,338400,0.0,0.0
1985-12-02 00:00:00-05:00,0.0,0.23064610212262762,0.22160108387470245,0.22160108387470245,219600,0.0,0.0
1985-12-03 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,813600,0.0,0.0
1985-12-04 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,248400,0.0,0.0
1985-12-05 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,237600,0.0,0.0
1985-12-06 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,304200,0.0,0.0
1985-12-09 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,561600,0.0,0.0
1985-12-10 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,183600,0.0,0.0
1985-12-11 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,491400,0.0,0.0
1985-12-12 00:00:00-05:00,0.0,0.2351682261332365,0.22612322866916656,0.22612322866916656,289800,0.0,0.0
1985-12-13 00:00:00-05:00,0.0,0.23969107154782035,0.23064607381820681,0.2306460738182068,687600,0.0,0.0
1985-12-16 00:00:00-05:00,0.0,0.23969107154782035,0.23064607381820681,0.2306460738182068,394200,0.0,0.0
1985-12-17 00:00:00-05:00,0.0,0.23969107154782035,0.23064607381820681,0.2306460738182068,64800,0.0,0.0
1985-12-18 00:00:00-05:00,0.0,0.2351682261332365,0.22612322866916656,0.22612322866916656,390600,0.0,0.0
1985-12-19 00:00:00-05:00,0.0,0.2306460670468855,0.22612322866916656,0.22612322866916656,149400,0.0,0.0
1985-12-20 00:00:00-05:00,0.0,0.2306460670468855,0.22612322866916656,0.22612322866916656,441000,0.0,0.0
1985-12-23 00:00:00-05:00,0.0,0.23064610212262762,0.22160108387470245,0.22160108387470245,181800,0.0,0.0
1985-12-24 00:00:00-05:00,0.0,0.23064610212262762,0.22160108387470245,0.22160108387470245,63000,0.0,0.0
1985-12-26 00:00:00-05:00,0.0,0.23064610212262762,0.22160108387470245,0.22160108387470245,32400,0.0,0.0
1985-12-27 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,86400,0.0,0.0
1985-12-30 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,41400,0.0,0.0
1985-12-31 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,226800,0.0,0.0
1986-01-02 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,63000,0.0,0.0
1986-01-03 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,41400,0.0,0.0
1986-01-06 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,41400,0.0,0.0
1986-01-07 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,72000,0.0,0.0
1986-01-08 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,127800,0.0,0.0
1986-01-09 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,460800,0.0,0.0
1986-01-10 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,660600,0.0,0.0
1986-01-13 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,37800,0.0,0.0
1986-01-14 00:00:00-05:00,0.0,0.23064610212262762,0.22160108387470245,0.22160108387470245,77400,0.0,0.0
1986-01-15 00:00:00-05:00,0.0,0.2306460670468855,0.22612322866916656,0.22612322866916656,124200,0.0,0.0
1986-01-16 00:00:00-05:00,0.0,0.23064610212262762,0.22160108387470245,0.22160108387470245,72000,0.0,0.0
1986-01-17 00:00:00-05:00,0.0,0.23064610212262762,0.22160108387470245,0.22160108387470245,549000,0.0,0.0
1986-01-20 00:00:00-05:00,0.0,0.23064610212262762,0.22160108387470245,0.22160108387470245,27000,0.0,0.0
1986-01-21 00:00:00-05:00,0.0,0.23064610212262762,0.22160108387470245,0.22160108387470245,100800,0.0,0.0
1986-01-22 00:00:00-05:00,0.0,0.23064610212262762,0.22160108387470245,0.22160108387470245,81000,0.0,0.0
1986-01-23 00:00:00-05:00,0.0,0.23064610212262762,0.22160108387470245,0.22160108387470245,99000,0.0,0.0
1986-01-24 00:00:00-05:00,0.0,0.2306460670468855,0.22612322866916656,0.22612322866916656,435600,0.0,0.0
1986-01-27 00:00:00-05:00,0.0,0.2306460670468855,0.22612322866916656,0.22612322866916656,68400,0.0,0.0
1986-01-28 00:00:00-05:00,0.0,0.23064610212262762,0.22160108387470245,0.22160108387470245,199800,0.0,0.0
1986-01-29 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,300600,0.0,0.0
1986-01-30 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,81000,0.0,0.0
1986-01-31 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,108000,0.0,0.0
1986-02-03 00:00:00-05:00,0.0,0.23064610212262762,0.22160108387470245,0.22160108387470245,81000,0.0,0.0
1986-02-04 00:00:00-05:00,0.0,0.23064610212262762,0.22160108387470245,0.22160108387470245,144000,0.0,0.0
1986-02-05 00:00:00-05:00,0.0,0.23064610212262762,0.22160108387470245,0.22160108387470245,64800,0.0,0.0
1986-02-06 00:00:00-05:00,0.0,0.23064610212262762,0.22160108387470245,0.22160108387470245,261000,0.0,0.0
1986-02-07 00:00:00-05:00,0.0,0.22160108387470245,0.22160108387470245,0.22160108387470245,93600,0.0,0.0
1986-02-10 00:00:00-05:00,0.0,0.23064610212262762,0.22160108387470245,0.22160108387470245,79200,0.0,0.0
1986-02-11 00:00:00-05:00,0.0,0.23064610212262762,0.22160108387470245,0.22160108387470245,196200,0.0,0.0
1986-02-12 00:00:00-05:00,0.0,0.23064607381820681,0.2216010566802679,0.2306460738182068,298800,0.0,0.0
1986-02-13 00:00:00-05:00,0.0,0.2306460670468855,0.22160105017449075,0.22612322866916656,171000,0.0,0.0
1986-02-14 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,180000,0.0,0.0
1986-02-18 00:00:00-05:00,0.0,0.23064607381820681,0.2216010566802679,0.2306460738182068,63000,0.0,0.0
1986-02-19 00:00:00-05:00,0.0,0.23064610212262762,0.22160108387470245,0.22160108387470245,169200,0.0,0.0
1986-02-20 00:00:00-05:00,0.0,0.23064607381820681,0.2216010566802679,0.2306460738182068,138600,0.0,0.0
1986-02-21 00:00:00-05:00,0.0,0.23064610212262762,0.22160108387470245,0.22160108387470245,360000,0.0,0.0
1986-02-24 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,156600,0.0,0.0
1986-02-25 00:00:00-05:00,0.0,0.2261232630570933,0.22160108387470245,0.22160108387470245,145800,0.0,0.0
1986-02-26 00:00:00-05:00,0.0,0.2351682261332365,0.22160105017449075,0.22612322866916656,1513800,0.0,0.0
1986-02-27 00:00:00-05:00,0.0,0.24421325017525852,0.2261232353077061,0.2306460738182068,1612800,0.0,0.0
1986-02-28 00:00:00-05:00,0.0,0.2532583773136139,0.23516833518049482,0.2532583773136139,799200,0.0,0.0
1986-03-03 00:00:00-05:00,0.0,0.25778053849688526,0.24873553683865954,0.2532583773136139,1251000,0.0,0.0
1986-03-04 00:00:00-05:00,0.0,0.25778037309646606,0.24873537724180902,0.25778037309646606,678600,0.0,0.0
1986-03-05 00:00:00-05:00,0.0,0.2577803174504676,0.24873532354831696,0.24873532354831696,340200,0.0,0.0
1986-03-06 00:00:00-05:00,0.0,0.2532583773136139,0.24873553683865954,0.2532583773136139,142200,0.0,0.0
1986-03-07 00:00:00-05:00,0.0,0.25778053849688526,0.24873553683865954,0.2532583773136139,324000,0.0,0.0
1986-03-10 00:00:00-05:00,0.0,0.2623032033443451,0.25325820774227836,0.2623032033443451,115200,0.0,0.0
1986-03-11 00:00:00-05:00,0.0,0.26230315404709315,0.24873532354831696,0.24873532354831696,419400,0.0,0.0
1986-03-12 00:00:00-05:00,0.0,0.2623032033443451,0.25325820774227836,0.2623032033443451,203400,0.0,0.0
1986-03-13 00:00:00-05:00,0.0,0.2623032106694181,0.24873537724180902,0.25778037309646606,149400,0.0,0.0
1986-03-14 00:00:00-05:00,0.0,0.26230315404709315,0.24873532354831696,0.24873532354831696,237600,0.0,0.0
1986-03-17 00:00:00-05:00,0.0,0.26230315404709315,0.24873532354831696,0.24873532354831696,369000,0.0,0.0
