Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-10-01 00:00:00-04:00,8.812560359988591,8.969927509274102,8.812560359988591,8.891243934631348,3162400,0.0,0.0
1999-10-04 00:00:00-04:00,8.89124846458435,8.89124846458435,8.812564849853516,8.812564849853516,533400,0.0,0.0
1999-10-05 00:00:00-04:00,8.812560359988591,8.891243934631348,8.812560359988591,8.891243934631348,270600,0.0,0.0
1999-10-06 00:00:00-04:00,8.891242804647494,9.363344192504883,8.891242804647494,9.363344192504883,205400,0.0,0.0
1999-10-07 00:00:00-04:00,9.363345382487879,9.363345382487879,8.85190214730997,8.891243934631348,214200,0.0,0.0
1999-10-08 00:00:00-04:00,8.930583657158746,8.930583657158746,8.851900100708008,8.851900100708008,65600,0.0,0.0
1999-10-11 00:00:00-04:00,8.851900100708008,8.891241878933377,8.812558322482639,8.851900100708008,77500,0.0,0.0
1999-10-12 00:00:00-04:00,8.85190214730997,8.891243934631348,8.812560359988591,8.891243934631348,49200,0.0,0.0
1999-10-13 00:00:00-04:00,8.891241878933377,9.048608991834852,8.812558322482639,8.851900100708008,49900,0.0,0.0
1999-10-14 00:00:00-04:00,8.812557255456207,8.851899028918066,8.34045597391391,8.576506614685059,430900,0.0,0.0
1999-10-15 00:00:00-04:00,8.26177295885588,8.301114734850433,7.986380526894018,8.222431182861328,158200,0.0,0.0
1999-10-18 00:00:00-04:00,8.183090730992758,8.183090730992758,7.868356472108422,8.065065383911133,83800,0.0,0.0
1999-10-19 00:00:00-04:00,8.02572365526883,8.340457916259766,8.02572365526883,8.340457916259766,58200,0.0,0.0
1999-10-20 00:00:00-04:00,8.41914313180106,8.497826712472099,8.261775970458984,8.261775970458984,62600,0.0,0.0
1999-10-21 00:00:00-04:00,8.261778498804846,8.458487510681152,8.183094894054324,8.458487510681152,98200,0.0,0.0
1999-10-22 00:00:00-04:00,8.419143941667345,8.537169324027166,8.379802147547403,8.497827529907227,191200,0.0,0.0
1999-10-25 00:00:00-04:00,8.458486629708466,8.773221015930176,8.458486629708466,8.773221015930176,153100,0.0,0.0
1999-10-26 00:00:00-04:00,8.694539427757263,8.89124846458435,8.694539427757263,8.812564849853516,65600,0.0,0.0
1999-10-27 00:00:00-04:00,8.812558322482639,8.930583657158746,8.812558322482639,8.851900100708008,100900,0.0,0.0
1999-10-28 00:00:00-04:00,8.930585721952724,9.127294658559613,8.891243934631348,8.891243934631348,255300,0.0,0.0
1999-10-29 00:00:00-04:00,8.891246256281118,9.599398612976074,8.891246256281118,9.599398612976074,123200,0.0,0.0
1999-11-01 00:00:00-05:00,9.442030373266189,9.442030373266189,9.205979613934533,9.284663200378418,41800,0.0,0.0
1999-11-02 00:00:00-05:00,9.284663200378418,9.363346786822303,9.00927064782482,9.284663200378418,66600,0.0,0.0
1999-11-03 00:00:00-05:00,9.245321407156476,9.363346786822303,9.245321407156476,9.284663200378418,18500,0.0,0.0
1999-11-04 00:00:00-05:00,9.36334148710243,9.520708570919277,9.127290861377158,9.40268325805664,72100,0.0,0.0
1999-11-05 00:00:00-05:00,9.442030588785807,9.99281570646498,9.363347000545925,9.914132118225098,122900,0.0,0.0
1999-11-08 00:00:00-05:00,9.99281292391899,10.93701571987984,9.953471140753955,10.464914321899414,240000,0.0,0.0
1999-11-09 00:00:00-05:00,10.54359966839931,10.54359966839931,10.150181770324707,10.150181770324707,42400,0.0,0.0
1999-11-10 00:00:00-05:00,10.071494254620623,10.150177803484846,9.953468931324288,10.110836029052734,59900,0.0,0.0
1999-11-11 00:00:00-05:00,10.110839980517248,10.228865349939628,10.110839980517248,10.150181770324707,20000,0.0,0.0
1999-11-12 00:00:00-05:00,10.228863027360703,11.645167138841416,10.228863027360703,11.330432891845703,248500,0.0,0.0
1999-11-15 00:00:00-05:00,11.448458466007516,11.448458466007516,11.015698867636097,11.133724212646484,99200,0.0,0.0
1999-11-16 00:00:00-05:00,11.133724592065299,11.133724592065299,10.937015677011141,10.976357460021973,95300,0.0,0.0
1999-11-17 00:00:00-05:00,11.133729556628635,11.487805761609758,10.858336952754428,11.015704154968262,107900,0.0,0.0
1999-11-18 00:00:00-05:00,11.015702676082002,11.015702676082002,10.858335494995117,10.858335494995117,67500,0.0,0.0
1999-11-19 00:00:00-05:00,10.858336266050948,11.173070650574164,10.818994467985547,11.09438705444336,31200,0.0,0.0
1999-11-22 00:00:00-05:00,11.055040935047886,11.251749848482902,11.055040935047886,11.212408065795898,36500,0.0,0.0
1999-11-23 00:00:00-05:00,11.212404662487552,12.195948931126813,11.212404662487552,12.038581848144531,65500,0.0,0.0
1999-11-24 00:00:00-05:00,11.95990175189394,11.95990175189394,11.566483931107955,11.68450927734375,53800,0.0,0.0
1999-11-26 00:00:00-05:00,11.645164334571966,11.645164334571966,11.566480791770806,11.605822563171387,2600,0.0,0.0
1999-11-29 00:00:00-05:00,11.56648773982607,11.56648773982607,11.251753379558695,11.409120559692383,20200,0.0,0.0
1999-11-30 00:00:00-05:00,11.44845909975013,11.645168018989823,11.44845909975013,11.566484451293945,38100,0.0,0.0
1999-12-01 00:00:00-05:00,11.566483931107955,11.72385105942235,11.487800366950758,11.68450927734375,43800,0.0,0.0
1999-12-02 00:00:00-05:00,11.684514924099572,11.959907531738281,11.684514924099572,11.959907531738281,33200,0.0,0.0
1999-12-03 00:00:00-05:00,12.038590558577049,12.195957755421194,11.999248759366013,12.077932357788086,62000,0.0,0.0
1999-12-06 00:00:00-05:00,12.077927641317148,12.077927641317148,11.48780088359807,11.566484451293945,38200,0.0,0.0
1999-12-07 00:00:00-05:00,11.645171427886758,11.959905790802615,11.605829632522276,11.723855018615723,112500,0.0,0.0
1999-12-08 00:00:00-05:00,11.645172433754833,11.645172433754833,11.33043804365335,11.448463439941406,27700,0.0,0.0
1999-12-09 00:00:00-05:00,11.487804412841797,11.566488004710576,11.409120820973017,11.487804412841797,15500,0.0,0.0
1999-12-10 00:00:00-05:00,11.409121438966576,11.409121438966576,11.09438705444336,11.09438705444336,22400,0.0,0.0
1999-12-13 00:00:00-05:00,11.17306637507613,11.330433507119457,10.976357460021973,10.976357460021973,44500,0.0,0.0
1999-12-14 00:00:00-05:00,10.858329466659656,10.858329466659656,10.740304146369878,10.779645919799805,19400,0.0,0.0
1999-12-15 00:00:00-05:00,10.779645919799805,10.779645919799805,10.622278826080098,10.779645919799805,11100,0.0,0.0
1999-12-16 00:00:00-05:00,10.740308208536481,10.858333573465453,10.582941055297852,10.582941055297852,90700,0.0,0.0
1999-12-17 00:00:00-05:00,10.50425350579032,10.858329466659656,10.50425350579032,10.779645919799805,37300,0.0,0.0
1999-12-20 00:00:00-05:00,10.70096574058392,10.70096574058392,10.582940383151008,10.66162395477295,31300,0.0,0.0
1999-12-21 00:00:00-05:00,10.661625045187332,10.740308624856612,10.622283255352693,10.700966835021973,11800,0.0,0.0
1999-12-22 00:00:00-05:00,10.779649873213334,10.937017024647107,10.779649873213334,10.818991661071777,6300,0.0,0.0
1999-12-23 00:00:00-05:00,10.818987693229731,10.858329466659656,10.700962372939951,10.779645919799805,3700,0.0,0.0
1999-12-27 00:00:00-05:00,10.740304146369878,10.779645919799805,10.740304146369878,10.779645919799805,2400,0.0,0.0
1999-12-28 00:00:00-05:00,10.740308494018993,11.094384598217422,10.740308494018993,10.937017440795898,65600,0.0,0.0
1999-12-29 00:00:00-05:00,10.976360880810281,10.976360880810281,10.779651904451674,10.858335494995117,9600,0.0,0.0
1999-12-30 00:00:00-05:00,10.779647317604038,10.937014431729644,10.779647317604038,10.897672653198242,5100,0.0,0.0
1999-12-31 00:00:00-05:00,10.858333448930221,10.937017024647107,10.818991661071777,10.818991661071777,13000,0.0,0.0
